23,23,0,15,33,23,23,23,23,23,23,24,24,24,24,24,24,24,24,23,23,23,23,27,19,19,19,19,19,19,19,23,19,19,23,23,19,19,
23,11,0,15,30,24,24,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,23,23,19,19,23,19,19,19,19,23,19,19,19,19,19,19,
17,21,21,21,30,24,24,24,24,24,24,24,24,24,24,24,28,23,28,28,28,27,19,19,19,19,23,19,19,19,23,23,19,19,19,19,19,19,
12,13,13,13,30,24,24,24,23,24,24,24,24,24,24,26,23,23,19,19,19,19,19,19,19,23,23,19,19,19,23,19,19,19,19,19,19,19,
19,19,19,19,30,24,24,24,23,24,24,24,24,24,24,23,23,19,19,23,23,23,23,23,23,23,19,19,19,19,23,19,19,19,19,19,19,19,
19,19,19,19,29,24,24,24,23,23,23,23,23,23,23,23,19,19,19,23,19,19,19,19,19,19,19,19,19,23,23,19,19,19,19,19,19,19,
19,19,19,19,19,29,28,28,28,28,28,28,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,23,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,23,19,19,19,19,23,23,23,23,23,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,23,19,19,19,19,23,19,23,23,19,19,19,23,23,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,23,23,19,19,19,19,19,19,19,23,19,19,19,19,23,19,19,19,19,19,19,19,23,23,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,23,23,19,19,19,19,19,19,23,19,19,19,19,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,23,23,19,19,19,19,19,19,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,23,23,23,23,23,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,23,19,19,23,19,23,19,19,19,23,23,23,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,
19,19,19,19,19,23,19,19,19,23,19,19,23,19,23,19,19,19,19,19,23,19,19,23,23,23,23,19,19,19,23,19,19,19,19,19,19,19,
19,19,19,19,19,23,19,19,19,23,23,19,23,19,19,23,23,23,23,19,23,19,19,23,19,19,19,19,19,23,23,19,19,19,19,19,19,19,
19,19,19,19,23,23,19,19,19,19,23,19,23,23,19,19,19,19,23,19,19,19,23,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,
19,19,19,19,23,19,19,19,19,19,23,19,19,23,23,19,19,19,23,19,19,19,23,19,19,19,19,23,23,23,19,19,19,19,19,19,19,19,
19,19,19,19,23,19,19,19,19,19,19,23,19,19,19,19,19,19,23,23,19,19,19,19,19,19,23,23,19,19,19,19,19,19,19,19,19,19,
19,19,19,23,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,23,23,23,19,19,23,23,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,23,23,19,19,19,19,19,19,23,23,19,19,19,19,19,19,19,19,23,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,23,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,23,23,19,19,19,19,19,19,19,19,23,19,19,19,23,23,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,19,19,19,19,19,19,23,23,23,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,

